DT_Pred,DT_Acc
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
1,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
3,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
3,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
1,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
3,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
1,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
3,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
1,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
1,0.599396291504959
5,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
3,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
5,0.599396291504959
0,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
1,0.599396291504959
3,0.599396291504959
5,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
1,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
3,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
3,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
3,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
3,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
3,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
3,0.599396291504959
2,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
3,0.599396291504959
2,0.599396291504959
2,0.599396291504959
1,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
4,0.599396291504959
1,0.599396291504959
0,0.599396291504959
0,0.599396291504959
3,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
5,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
3,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
2,0.599396291504959
1,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
1,0.599396291504959
0,0.599396291504959
3,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
1,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
1,0.599396291504959
1,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
1,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
5,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
1,0.599396291504959
0,0.599396291504959
2,0.599396291504959
5,0.599396291504959
4,0.599396291504959
1,0.599396291504959
1,0.599396291504959
4,0.599396291504959
4,0.599396291504959
3,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
3,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
1,0.599396291504959
3,0.599396291504959
4,0.599396291504959
0,0.599396291504959
3,0.599396291504959
0,0.599396291504959
1,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
3,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
5,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
0,0.599396291504959
5,0.599396291504959
2,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
3,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
2,0.599396291504959
0,0.599396291504959
2,0.599396291504959
0,0.599396291504959
0,0.599396291504959
3,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
5,0.599396291504959
0,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
4,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
4,0.599396291504959
4,0.599396291504959
3,0.599396291504959
0,0.599396291504959
0,0.599396291504959
5,0.599396291504959
4,0.599396291504959
4,0.599396291504959
4,0.599396291504959
0,0.599396291504959
2,0.599396291504959
2,0.599396291504959
